direction,meilleur_score,marge,palier
DJAC,0.2665131688117981,0.012092441320419312,<0.45 (article entier)
DJAC,0.2434200793504715,0.013122513890266418,<0.45 (article entier)
DJAC,0.34223827719688416,0.005725890398025513,<0.45 (article entier)
DJAC,0.32078787684440613,0.01397395133972168,<0.45 (article entier)
DJAC,0.3195488750934601,0.02939295768737793,<0.45 (article entier)
DJAC,0.48384997248649597,0.054889798164367676,0.45-0.65 (top 3)
DJAC,0.4331813454627991,0.06054455041885376,<0.45 (article entier)
DJAC,0.2731732130050659,0.009751290082931519,<0.45 (article entier)
DJAC,0.24787573516368866,0.00421316921710968,<0.45 (article entier)
DJAC,0.38990914821624756,0.02006828784942627,<0.45 (article entier)
DJAC,0.34207311272621155,0.008924782276153564,<0.45 (article entier)
DJAC,0.22605885565280914,0.01943102478981018,<0.45 (article entier)
DJAC,0.4077067971229553,0.008754432201385498,<0.45 (article entier)
DJAC,0.33737125992774963,0.010962128639221191,<0.45 (article entier)
DJAC,0.32993245124816895,0.00942280888557434,<0.45 (article entier)
DJAC,0.3869207203388214,0.0039092302322387695,<0.45 (article entier)
DJAC,0.2251533716917038,0.01231113076210022,<0.45 (article entier)
DJAC,0.2886688709259033,0.03241467475891113,<0.45 (article entier)
DMM,0.20182828605175018,0.0024706870317459106,<0.45 (article entier)
DMM,0.6496568322181702,0.03386145830154419,0.45-0.65 (top 3)
DMM,0.3494977653026581,0.0036441683769226074,<0.45 (article entier)
DMM,0.698548436164856,0.025068938732147217,0.65-0.75 (zone grise)
DMM,0.5224794745445251,0.03610241413116455,0.45-0.65 (top 3)
DMM,0.22984027862548828,0.006220892071723938,<0.45 (article entier)
DMM,0.2678002715110779,0.0001499950885772705,<0.45 (article entier)
DMM,0.46640482544898987,0.08609709143638611,0.45-0.65 (top 3)
DMM,0.6911677718162537,0.04168742895126343,0.65-0.75 (zone grise)
DMM,0.4614022374153137,0.019062906503677368,0.45-0.65 (top 3)
DMM,0.27228179574012756,0.01631900668144226,<0.45 (article entier)
DMM,0.49838173389434814,0.02722787857055664,0.45-0.65 (top 3)
DMM,0.5600423812866211,0.024702608585357666,0.45-0.65 (top 3)
DMM,0.25123703479766846,0.027668938040733337,<0.45 (article entier)
DMM,0.17208488285541534,0.0028868764638900757,<0.45 (article entier)
DMM,0.4848071038722992,0.03095942735671997,0.45-0.65 (top 3)
DMM,0.3006855547428131,0.027594536542892456,<0.45 (article entier)
DMM,0.5212975144386292,0.013258814811706543,0.45-0.65 (top 3)
DMM,0.22890453040599823,0.01767951250076294,<0.45 (article entier)
DMM,0.25924599170684814,0.010038495063781738,<0.45 (article entier)
DMM,0.2045845091342926,0.01780305802822113,<0.45 (article entier)
DMM,0.6499621272087097,0.037729620933532715,0.45-0.65 (top 3)
DMM,0.4924132227897644,0.0345727801322937,0.45-0.65 (top 3)
DMM,0.7041083574295044,0.035041213035583496,0.65-0.75 (zone grise)
DMM,0.5089338421821594,0.02531564235687256,0.45-0.65 (top 3)
DMM,0.4767506420612335,0.0061592161655426025,0.45-0.65 (top 3)
DMM,0.25513955950737,0.012696519494056702,<0.45 (article entier)
DMM,0.540332019329071,0.05639645457267761,0.45-0.65 (top 3)
DMM,0.6388731598854065,0.029675722122192383,0.45-0.65 (top 3)
DMM,0.493573397397995,0.04352942109107971,0.45-0.65 (top 3)
DMM,0.7023227214813232,0.006982982158660889,0.65-0.75 (zone grise)
DMM,0.18982183933258057,0.00416894257068634,<0.45 (article entier)
DMM,0.2305779606103897,0.02124786376953125,<0.45 (article entier)
DMM,0.2103135734796524,0.015737995505332947,<0.45 (article entier)
DMM,0.6385461688041687,0.04234057664871216,0.45-0.65 (top 3)
DMM,0.6467825770378113,0.02690565586090088,0.45-0.65 (top 3)
DMM,0.5387610197067261,0.019769787788391113,0.45-0.65 (top 3)
DMM,0.22110380232334137,0.016348063945770264,<0.45 (article entier)
DMM,0.2164241224527359,0.010746747255325317,<0.45 (article entier)
DMM,0.4230462610721588,0.0022518932819366455,<0.45 (article entier)
DMM,0.6878983378410339,0.01939404010772705,0.65-0.75 (zone grise)
DMM,0.5310149192810059,0.030610859394073486,0.45-0.65 (top 3)
DMM,0.5980952382087708,0.0023856163024902344,0.45-0.65 (top 3)
DMM,0.24027004837989807,0.029501721262931824,<0.45 (article entier)
DMM,0.5763328671455383,0.02972567081451416,0.45-0.65 (top 3)
DMM,0.5132635235786438,0.03371039032936096,0.45-0.65 (top 3)
DMM,0.42874953150749207,0.0589030385017395,<0.45 (article entier)
DMM,0.48265743255615234,0.010164737701416016,0.45-0.65 (top 3)
